nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
205,0.6015092251851848,0.6045163979703991,0.6129041437823557,nan,2.3323061108149825e-06
206,0.6015092769035558,0.60451660111691,0.61290591137862,nan,2.553963534981643e-06
207,0.6015094961010459,0.6045174087349826,0.6129055403365281,nan,1.9859810039795973e-06
208,0.6015080393529668,0.6045167552309489,0.6129035815602564,nan,2.850951654204541e-06
209,0.6015092761361027,0.6045168785236751,0.6129039675572158,nan,2.6106635305652694e-06
210,0.6015101013034516,0.6045165164998627,0.6129027751162794,nan,2.2671513833660373e-06
211,0.6015092915147431,0.6045169421746485,0.6129040931081742,nan,2.96561262683577e-06
212,0.6015104182752941,0.604511556082594,0.6129068793674424,nan,2.9345091549360574e-06
213,0.6015102742042171,0.6045129794471567,0.6129034487533203,nan,2.7996740249783792e-06
214,0.6015093135635409,0.6045131961342157,0.6129071535752274,nan,3.102927224192259e-06
215,0.6015102679696284,0.6045124873265383,0.6129033563976211,nan,3.030932795699174e-06
216,0.6015104789328987,0.6045123679816966,0.6129033491522679,nan,3.2015929799312175e-06
217,0.6015096700745006,0.6045119984140614,0.6129066101095824,nan,2.303155407823946e-06
218,0.6015108732223047,0.604513233923219,0.612904527475022,nan,2.4345279530565507e-06
219,0.6015097476295548,0.6045122108736518,0.6129081646362315,nan,2.5585140586598693e-06
220,0.601510379400807,0.6045129823083963,0.6129074388016542,nan,2.472828784771738e-06
221,0.6015104124460587,0.6045127620761337,0.6129054162864174,nan,2.8044399306502075e-06
222,0.6015100929352645,0.6045128295311452,0.6129046071592809,nan,2.778808708201095e-06
