Feat_nb,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
121,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
122,0.6632846514481652,0.6215144155189826,nan,nan,2.0643700795231e-17
123,0.6632846514481652,0.6215144155189826,nan,nan,2.0643700795231e-17
124,0.6632846514481652,0.6215144155189826,nan,nan,2.0643700795231e-17
125,0.6632846514481652,0.6215144155189826,nan,nan,2.0643700795231e-17
126,0.6632846514481652,0.6215144155189826,nan,nan,2.0643700795231e-17
127,0.6685617629239888,0.6138221078266748,nan,nan,2.0643700795231e-17
128,0.6685617629239888,0.6138221078266748,nan,nan,2.0643700795231e-17
129,0.6685617629239888,0.6138221078266748,nan,nan,2.0643700795231e-17
130,0.6685617629239888,0.6138221078266748,nan,nan,2.0643700795231e-17
131,0.68417181597208,0.624891290216612,nan,nan,2.0643700795231e-17
132,0.68417181597208,0.624891290216612,nan,nan,2.0643700795231e-17
133,0.6841283339301634,0.62476550405309,nan,nan,6.881233598410334e-18
134,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
135,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
136,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
137,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
138,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
139,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
140,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
141,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
142,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
